user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U7683,P349,美妆_商品349,美妆,2025-07-29T08:37:36.322+08:00,2025-07-29T08:55:36.322+08:00,,46.42,
U3051,P222,美妆_商品222,美妆,2025-08-01T08:50:54.322+08:00,2025-08-01T08:55:54.322+08:00,,253.45,
U1949,P202,美妆_商品202,美妆,,,,968.07,
U3074,P343,数码_商品343,数码,2025-07-29T15:38:24.322+08:00,,2025-07-29T16:25:24.322+08:00,330.5,335.31
U6884,P230,男装_商品230,男装,2025-08-01T05:24:40.322+08:00,,,757.69,
U8280,P286,数码_商品286,数码,2025-08-01T00:25:35.322+08:00,,2025-08-01T00:59:35.322+08:00,1706.98,1633.4
U5053,P320,美妆_商品320,美妆,2025-07-30T22:33:09.322+08:00,,,1280.48,
U7814,P145,美妆_商品145,美妆,2025-07-27T20:07:03.322+08:00,,,1523.22,
U1556,P116,男装_商品116,男装,,,,857.79,
U1216,P275,数码_商品275,数码,2025-08-01T13:52:44.322+08:00,,,318.64,
U1352,P349,女装_商品349,女装,2025-07-27T13:49:52.322+08:00,,,1954.71,
U1689,P243,数码_商品243,数码,2025-07-31T16:36:05.322+08:00,2025-07-31T16:38:05.322+08:00,,844.71,
U4096,P293,女装_商品293,女装,2025-07-31T20:03:14.322+08:00,2025-07-31T20:19:14.322+08:00,2025-07-31T20:57:14.322+08:00,95.7,99.61
U3760,P332,数码_商品332,数码,2025-07-26T07:24:29.322+08:00,,,531.24,
U3887,P268,男装_商品268,男装,2025-07-28T08:54:48.322+08:00,,,1083.01,
U5514,P305,男装_商品305,男装,2025-07-26T07:48:34.322+08:00,2025-07-26T08:00:34.322+08:00,2025-07-26T08:06:34.322+08:00,22.36,22.21
U4517,P215,男装_商品215,男装,2025-07-30T01:02:30.322+08:00,,,1498.81,
U9965,P335,数码_商品335,数码,2025-07-26T04:10:48.322+08:00,,,961.76,
U4486,P338,男装_商品338,男装,2025-07-31T09:02:39.322+08:00,,,1598.44,
U2388,P250,男装_商品250,男装,2025-07-30T18:57:18.322+08:00,2025-07-30T19:11:18.322+08:00,,94.31,
U9441,P222,男装_商品222,男装,2025-07-27T01:01:41.322+08:00,,2025-07-27T01:30:41.322+08:00,606.67,619.06
U9615,P149,女装_商品149,女装,,,,1923.17,
U3249,P274,数码_商品274,数码,2025-07-27T11:20:45.322+08:00,,,137.51,
U6219,P110,男装_商品110,男装,2025-07-30T08:50:59.322+08:00,,2025-07-30T09:02:59.322+08:00,1603.85,1560.48
U1006,P253,女装_商品253,女装,,,,1266.95,
U4553,P322,女装_商品322,女装,2025-07-30T17:38:45.322+08:00,,,889.63,
U2068,P236,美妆_商品236,美妆,,,,1027.99,
U6929,P323,美妆_商品323,美妆,2025-07-26T13:22:41.322+08:00,,,580.43,
U1026,P117,男装_商品117,男装,2025-07-29T02:00:20.322+08:00,2025-07-29T02:25:20.322+08:00,,469.6,
U4805,P256,美妆_商品256,美妆,2025-07-31T04:59:26.322+08:00,2025-07-31T05:20:26.322+08:00,,571.35,
U3763,P207,美妆_商品207,美妆,2025-08-01T05:42:25.322+08:00,,,1716.12,
U3667,P270,美妆_商品270,美妆,2025-07-28T13:56:47.322+08:00,,,1719.57,
U8075,P139,数码_商品139,数码,2025-07-28T12:24:42.322+08:00,,,924.46,
U3979,P326,美妆_商品326,美妆,2025-07-31T22:38:28.322+08:00,2025-07-31T22:58:28.322+08:00,,1053.15,
U1559,P289,男装_商品289,男装,,,,523.35,
U6464,P261,男装_商品261,男装,,,,1477.07,
U1275,P310,数码_商品310,数码,,,,1092.55,
U8700,P344,女装_商品344,女装,,,,950.42,
U2419,P254,数码_商品254,数码,2025-07-31T05:20:33.322+08:00,,,1354.07,
U6597,P209,数码_商品209,数码,2025-07-26T19:31:19.322+08:00,2025-07-26T19:34:19.322+08:00,2025-07-26T20:05:19.322+08:00,521.06,532.31
U1461,P200,男装_商品200,男装,2025-07-28T06:42:17.322+08:00,,,225.33,
U3618,P149,数码_商品149,数码,,,,895.18,
U4381,P204,美妆_商品204,美妆,,,,923.39,
U7145,P247,男装_商品247,男装,2025-07-30T18:26:10.322+08:00,,2025-07-30T19:17:10.322+08:00,213.86,213.69
U1857,P297,美妆_商品297,美妆,2025-07-27T20:27:36.322+08:00,,,61.73,
U8526,P146,数码_商品146,数码,2025-08-01T07:31:40.322+08:00,2025-08-01T07:50:40.322+08:00,,1046.25,
U9190,P223,女装_商品223,女装,,,,1397.95,
U3656,P243,女装_商品243,女装,2025-08-01T13:06:49.322+08:00,2025-08-01T13:28:49.322+08:00,,1645.86,
U1518,P222,男装_商品222,男装,2025-07-28T06:02:46.322+08:00,,2025-07-28T06:26:46.322+08:00,1529.62,1568.05
U4069,P291,美妆_商品291,美妆,2025-07-27T13:23:36.322+08:00,,,1685.63,
U8218,P224,美妆_商品224,美妆,2025-07-27T05:27:05.322+08:00,,2025-07-27T05:55:05.322+08:00,1248.3,1208.87
U3072,P228,数码_商品228,数码,2025-07-28T22:54:25.322+08:00,,,1522.54,
U8567,P327,女装_商品327,女装,,,,762.86,
U9253,P139,数码_商品139,数码,,,,1948.32,
U9654,P286,数码_商品286,数码,2025-07-27T19:27:41.322+08:00,2025-07-27T19:49:41.322+08:00,2025-07-27T20:17:41.322+08:00,28.54,27.43
U3882,P248,男装_商品248,男装,2025-07-29T15:15:23.322+08:00,,,250.99,
U8652,P109,男装_商品109,男装,2025-07-30T05:13:40.322+08:00,,,336.45,
U9619,P329,女装_商品329,女装,2025-07-30T12:06:28.322+08:00,,,256.12,
U9388,P285,数码_商品285,数码,,,,406.91,
U8322,P316,美妆_商品316,美妆,2025-07-30T20:57:10.322+08:00,2025-07-30T21:25:10.322+08:00,,1759.89,
U7811,P141,男装_商品141,男装,2025-07-26T18:30:02.322+08:00,,,195.8,
U9542,P119,数码_商品119,数码,2025-08-01T07:40:30.322+08:00,,,1226.19,
